model,confirm,entry,filter,bucket,stop,exit,n,tr_wk,wr,pf,expR,totR,maxDD_R,flag,mirage
fill,conf5,next_open,none,0.25-0.75,open_buffer,prior_close,581,1.072,0.4596,0.8543,-0.0863,-50.149,-71.403,dead,False
fill,conf5,next_open,none,0.25-0.75,open_buffer,half_gap,581,1.072,0.5181,0.6496,-0.143,-83.084,-87.139,dead,True
fill,conf5,next_open,none,0.25-0.75,open_buffer,1.5R,581,1.072,0.4269,0.8702,-0.0814,-47.319,-61.03,dead,False
fill,conf5,next_open,none,0.25-0.75,open_buffer,2R,581,1.072,0.3787,0.9202,-0.0541,-31.458,-59.317,dead,False
fill,conf5,next_open,none,0.25-0.75,atr1.0,prior_close,581,1.072,0.6007,0.7878,-0.0416,-24.157,-30.99,dead,True
fill,conf5,next_open,none,0.25-0.75,atr1.0,half_gap,581,1.072,0.6575,0.6431,-0.0413,-24.02,-27.582,dead,True
fill,conf5,next_open,none,0.25-0.75,atr1.0,1.5R,581,1.072,0.4785,0.9853,-0.0035,-2.055,-14.047,dead,False
fill,conf5,next_open,none,0.25-0.75,atr1.0,2R,581,1.072,0.4768,0.9675,-0.0078,-4.55,-14.504,dead,False
fill,conf5,next_open,none,0.25-0.75,atr1.5,prior_close,581,1.072,0.6007,0.7794,-0.0291,-16.925,-21.797,dead,False
fill,conf5,next_open,none,0.25-0.75,atr1.5,half_gap,581,1.072,0.6575,0.6255,-0.0297,-17.275,-19.792,dead,False
fill,conf5,next_open,none,0.25-0.75,atr1.5,1.5R,581,1.072,0.4768,0.9564,-0.0071,-4.131,-11.538,dead,False
fill,conf5,next_open,none,0.25-0.75,atr1.5,2R,581,1.072,0.4768,0.9484,-0.0084,-4.891,-11.917,dead,False
fill,conf5,next_open,none,0.75-1.25,open_buffer,prior_close,110,0.203,0.3545,1.046,0.0328,3.61,-20.541,sub_floor,False
fill,conf5,next_open,none,0.75-1.25,open_buffer,half_gap,110,0.203,0.4636,0.9185,-0.0479,-5.265,-17.355,sub_floor,False
fill,conf5,next_open,none,0.75-1.25,open_buffer,1.5R,110,0.203,0.4364,0.9308,-0.0445,-4.897,-16.298,sub_floor,False
fill,conf5,next_open,none,0.75-1.25,open_buffer,2R,110,0.203,0.4,1.0393,0.0265,2.918,-10.854,sub_floor,False
fill,conf5,next_open,none,0.75-1.25,atr1.0,prior_close,110,0.203,0.5727,1.3577,0.0776,8.541,-4.218,sub_floor,False
fill,conf5,next_open,none,0.75-1.25,atr1.0,half_gap,110,0.203,0.6545,1.058,0.0102,1.125,-6.471,sub_floor,False
fill,conf5,next_open,none,0.75-1.25,atr1.0,1.5R,110,0.203,0.5364,1.534,0.1217,13.386,-4.599,sub_floor,False
fill,conf5,next_open,none,0.75-1.25,atr1.0,2R,110,0.203,0.5364,1.6506,0.1483,16.308,-4.599,sub_floor,False
fill,conf5,next_open,none,0.75-1.25,atr1.5,prior_close,110,0.203,0.5818,1.4121,0.0577,6.343,-3.479,sub_floor,False
fill,conf5,next_open,none,0.75-1.25,atr1.5,half_gap,110,0.203,0.6636,1.1437,0.0157,1.732,-4.145,sub_floor,False
fill,conf5,next_open,none,0.75-1.25,atr1.5,1.5R,110,0.203,0.5455,1.6667,0.1001,11.01,-2.871,sub_floor,False
fill,conf5,next_open,none,0.75-1.25,atr1.5,2R,110,0.203,0.5455,1.6817,0.1024,11.259,-2.871,sub_floor,False
fill,conf5,next_open,none,>1.25,open_buffer,prior_close,40,0.074,0.2,0.7917,-0.1614,-6.457,-9.189,sub_floor,False
fill,conf5,next_open,none,>1.25,open_buffer,half_gap,40,0.074,0.275,0.7556,-0.1814,-7.257,-9.87,sub_floor,False
fill,conf5,next_open,none,>1.25,open_buffer,1.5R,40,0.074,0.35,0.7186,-0.1853,-7.411,-10.271,sub_floor,False
fill,conf5,next_open,none,>1.25,open_buffer,2R,40,0.074,0.275,0.6652,-0.2478,-9.911,-13.771,sub_floor,False
fill,conf5,next_open,none,>1.25,atr1.0,prior_close,40,0.074,0.325,0.5783,-0.1892,-7.567,-7.487,sub_floor,False
fill,conf5,next_open,none,>1.25,atr1.0,half_gap,40,0.074,0.425,0.5955,-0.1698,-6.792,-7.0,sub_floor,False
fill,conf5,next_open,none,>1.25,atr1.0,1.5R,40,0.074,0.325,0.6285,-0.1667,-6.667,-6.586,sub_floor,False
fill,conf5,next_open,none,>1.25,atr1.0,2R,40,0.074,0.325,0.5868,-0.1854,-7.415,-7.334,sub_floor,False
fill,conf5,next_open,none,>1.25,atr1.5,prior_close,40,0.074,0.375,0.6803,-0.0923,-3.691,-4.192,sub_floor,False
fill,conf5,next_open,none,>1.25,atr1.5,half_gap,40,0.074,0.45,0.6075,-0.1124,-4.496,-4.505,sub_floor,False
fill,conf5,next_open,none,>1.25,atr1.5,1.5R,40,0.074,0.375,0.6891,-0.0897,-3.589,-3.688,sub_floor,False
fill,conf5,next_open,none,>1.25,atr1.5,2R,40,0.074,0.375,0.6891,-0.0897,-3.589,-3.688,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.25-0.75,open_buffer,prior_close,285,0.526,0.4772,0.9153,-0.0485,-13.815,-29.817,dead,False
fill,conf5,next_open,on_range_pctile,0.25-0.75,open_buffer,half_gap,285,0.526,0.5439,0.6964,-0.1187,-33.822,-40.312,dead,True
fill,conf5,next_open,on_range_pctile,0.25-0.75,open_buffer,1.5R,285,0.526,0.4561,0.9466,-0.0324,-9.228,-25.724,dead,False
fill,conf5,next_open,on_range_pctile,0.25-0.75,open_buffer,2R,285,0.526,0.407,1.0088,0.0058,1.648,-23.53,dead,False
fill,conf5,next_open,on_range_pctile,0.25-0.75,atr1.0,prior_close,285,0.526,0.5825,0.7264,-0.0537,-15.295,-16.995,dead,False
fill,conf5,next_open,on_range_pctile,0.25-0.75,atr1.0,half_gap,285,0.526,0.6702,0.642,-0.04,-11.391,-13.612,dead,False
fill,conf5,next_open,on_range_pctile,0.25-0.75,atr1.0,1.5R,285,0.526,0.4702,0.8474,-0.0354,-10.075,-16.44,dead,False
fill,conf5,next_open,on_range_pctile,0.25-0.75,atr1.0,2R,285,0.526,0.4702,0.8392,-0.0373,-10.621,-16.526,dead,False
fill,conf5,next_open,on_range_pctile,0.25-0.75,atr1.5,prior_close,285,0.526,0.5825,0.7618,-0.0297,-8.464,-10.111,dead,False
fill,conf5,next_open,on_range_pctile,0.25-0.75,atr1.5,half_gap,285,0.526,0.6702,0.6719,-0.0233,-6.651,-8.817,dead,False
fill,conf5,next_open,on_range_pctile,0.25-0.75,atr1.5,1.5R,285,0.526,0.4702,0.8492,-0.0227,-6.461,-10.77,dead,False
fill,conf5,next_open,on_range_pctile,0.25-0.75,atr1.5,2R,285,0.526,0.4702,0.8492,-0.0227,-6.461,-10.77,dead,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,open_buffer,prior_close,26,0.048,0.3462,1.1198,0.0855,2.223,-5.433,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,open_buffer,half_gap,26,0.048,0.4615,1.0545,0.0332,0.863,-4.339,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,open_buffer,1.5R,26,0.048,0.4231,0.8932,-0.0695,-1.807,-5.169,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,open_buffer,2R,26,0.048,0.4231,1.1155,0.0752,1.955,-4.669,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,atr1.0,prior_close,26,0.048,0.5385,1.1711,0.0342,0.89,-2.454,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,atr1.0,half_gap,26,0.048,0.6538,1.1812,0.0269,0.7,-1.281,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,atr1.0,1.5R,26,0.048,0.5385,1.1783,0.0357,0.927,-2.454,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,atr1.0,2R,26,0.048,0.5385,1.2745,0.0549,1.427,-2.454,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,atr1.5,prior_close,26,0.048,0.5385,1.098,0.0139,0.362,-1.969,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,atr1.5,half_gap,26,0.048,0.6538,1.2301,0.0219,0.569,-0.833,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,atr1.5,1.5R,26,0.048,0.5385,1.1651,0.0235,0.61,-1.969,sub_floor,False
fill,conf5,next_open,on_range_pctile,0.75-1.25,atr1.5,2R,26,0.048,0.5385,1.1651,0.0235,0.61,-1.969,sub_floor,False
fill,conf5,next_open,on_range_pctile,>1.25,open_buffer,prior_close,6,0.011,0.1667,0.4267,-0.5487,-3.292,-3.278,sub_floor,True
fill,conf5,next_open,on_range_pctile,>1.25,open_buffer,half_gap,6,0.011,0.1667,0.2512,-0.7167,-4.3,-3.278,sub_floor,True
fill,conf5,next_open,on_range_pctile,>1.25,open_buffer,1.5R,6,0.011,0.1667,0.2546,-0.7134,-4.28,-3.278,sub_floor,True
fill,conf5,next_open,on_range_pctile,>1.25,open_buffer,2R,6,0.011,0.1667,0.3417,-0.6301,-3.78,-3.278,sub_floor,True
fill,conf5,next_open,on_range_pctile,>1.25,atr1.0,prior_close,6,0.011,0.3333,0.4809,-0.3341,-2.005,-2.801,sub_floor,True
fill,conf5,next_open,on_range_pctile,>1.25,atr1.0,half_gap,6,0.011,0.3333,0.3556,-0.4147,-2.488,-2.801,sub_floor,True
fill,conf5,next_open,on_range_pctile,>1.25,atr1.0,1.5R,6,0.011,0.3333,0.5624,-0.2817,-1.69,-2.801,sub_floor,True
fill,conf5,next_open,on_range_pctile,>1.25,atr1.0,2R,6,0.011,0.3333,0.4809,-0.3341,-2.005,-2.801,sub_floor,True
fill,conf5,next_open,on_range_pctile,>1.25,atr1.5,prior_close,6,0.011,0.3333,0.4195,-0.2855,-1.713,-2.221,sub_floor,True
fill,conf5,next_open,on_range_pctile,>1.25,atr1.5,half_gap,6,0.011,0.3333,0.3103,-0.3392,-2.035,-2.221,sub_floor,True
fill,conf5,next_open,on_range_pctile,>1.25,atr1.5,1.5R,6,0.011,0.3333,0.4195,-0.2855,-1.713,-2.221,sub_floor,True
fill,conf5,next_open,on_range_pctile,>1.25,atr1.5,2R,6,0.011,0.3333,0.4195,-0.2855,-1.713,-2.221,sub_floor,True
fill,conf5,next_open,first15m_strength,0.25-0.75,open_buffer,prior_close,184,0.339,0.6685,1.762,0.2693,49.556,-8.651,live_candidate,False
fill,conf5,next_open,first15m_strength,0.25-0.75,open_buffer,half_gap,184,0.339,0.5652,1.1572,0.0338,6.21,-8.78,live_candidate,False
fill,conf5,next_open,first15m_strength,0.25-0.75,open_buffer,1.5R,184,0.339,0.6087,1.7909,0.3401,62.58,-6.125,live_candidate,False
fill,conf5,next_open,first15m_strength,0.25-0.75,open_buffer,2R,184,0.339,0.5326,1.7241,0.3634,66.865,-7.819,live_candidate,False
fill,conf5,next_open,first15m_strength,0.25-0.75,atr1.0,prior_close,184,0.339,0.7283,1.2894,0.0415,7.631,-4.357,live_candidate,False
fill,conf5,next_open,first15m_strength,0.25-0.75,atr1.0,half_gap,184,0.339,0.6196,0.8334,-0.0136,-2.504,-4.155,dead,False
fill,conf5,next_open,first15m_strength,0.25-0.75,atr1.0,1.5R,184,0.339,0.5598,1.5428,0.1227,22.584,-4.029,live_candidate,False
fill,conf5,next_open,first15m_strength,0.25-0.75,atr1.0,2R,184,0.339,0.5598,1.5453,0.1233,22.687,-4.029,live_candidate,False
fill,conf5,next_open,first15m_strength,0.25-0.75,atr1.5,prior_close,184,0.339,0.7283,1.3806,0.034,6.248,-3.12,live_candidate,False
fill,conf5,next_open,first15m_strength,0.25-0.75,atr1.5,half_gap,184,0.339,0.6196,0.9295,-0.0034,-0.633,-2.015,dead,False
fill,conf5,next_open,first15m_strength,0.25-0.75,atr1.5,1.5R,184,0.339,0.5598,1.5771,0.0855,15.727,-2.444,live_candidate,False
fill,conf5,next_open,first15m_strength,0.25-0.75,atr1.5,2R,184,0.339,0.5598,1.5651,0.0837,15.4,-2.444,live_candidate,False
fill,conf5,next_open,first15m_strength,0.75-1.25,open_buffer,prior_close,46,0.085,0.5217,1.7637,0.4131,19.003,-6.415,sub_floor,False
fill,conf5,next_open,first15m_strength,0.75-1.25,open_buffer,half_gap,46,0.085,0.6087,1.4579,0.1753,8.064,-5.086,sub_floor,False
fill,conf5,next_open,first15m_strength,0.75-1.25,open_buffer,1.5R,46,0.085,0.6087,1.8553,0.383,17.617,-4.669,sub_floor,False
fill,conf5,next_open,first15m_strength,0.75-1.25,open_buffer,2R,46,0.085,0.5435,1.7776,0.4032,18.549,-4.973,sub_floor,False
fill,conf5,next_open,first15m_strength,0.75-1.25,atr1.0,prior_close,46,0.085,0.6957,2.2453,0.2125,9.774,-1.334,sub_floor,False
fill,conf5,next_open,first15m_strength,0.75-1.25,atr1.0,half_gap,46,0.085,0.7391,1.5907,0.071,3.265,-2.262,sub_floor,False
fill,conf5,next_open,first15m_strength,0.75-1.25,atr1.0,1.5R,46,0.085,0.6522,2.7329,0.3008,13.838,-1.757,sub_floor,False
fill,conf5,next_open,first15m_strength,0.75-1.25,atr1.0,2R,46,0.085,0.6522,2.8393,0.3193,14.687,-1.757,sub_floor,False
fill,conf5,next_open,first15m_strength,0.75-1.25,atr1.5,prior_close,46,0.085,0.6957,2.419,0.1498,6.892,-1.223,sub_floor,False
fill,conf5,next_open,first15m_strength,0.75-1.25,atr1.5,half_gap,46,0.085,0.7391,1.7712,0.0555,2.553,-1.841,sub_floor,False
fill,conf5,next_open,first15m_strength,0.75-1.25,atr1.5,1.5R,46,0.085,0.6522,3.0061,0.2158,9.926,-1.505,sub_floor,False
fill,conf5,next_open,first15m_strength,0.75-1.25,atr1.5,2R,46,0.085,0.6522,3.0028,0.2154,9.91,-1.505,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,open_buffer,prior_close,28,0.052,0.2143,0.7332,-0.2047,-5.731,-7.425,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,open_buffer,half_gap,28,0.052,0.3214,0.7123,-0.2073,-5.805,-6.818,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,open_buffer,1.5R,28,0.052,0.3929,0.8805,-0.0721,-2.019,-7.305,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,open_buffer,2R,28,0.052,0.2857,0.7016,-0.215,-6.019,-8.186,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,atr1.0,prior_close,28,0.052,0.3214,0.6354,-0.1522,-4.261,-4.753,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,atr1.0,half_gap,28,0.052,0.4643,0.7336,-0.1002,-2.806,-2.736,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,atr1.0,1.5R,28,0.052,0.3214,0.6915,-0.1288,-3.606,-4.753,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,atr1.0,2R,28,0.052,0.3214,0.7001,-0.1252,-3.505,-4.753,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,atr1.5,prior_close,28,0.052,0.3929,0.8195,-0.0463,-1.297,-1.793,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,atr1.5,half_gap,28,0.052,0.5,0.7675,-0.0589,-1.648,-1.793,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,atr1.5,1.5R,28,0.052,0.3929,0.8897,-0.0283,-0.792,-1.793,sub_floor,False
fill,conf5,next_open,first15m_strength,>1.25,atr1.5,2R,28,0.052,0.3929,0.8897,-0.0283,-0.792,-1.793,sub_floor,False
fill,conf5,pullback_limit,none,0.25-0.75,open_buffer,prior_close,435,0.803,0.3126,0.8419,-0.1289,-56.086,-83.079,dead,False
fill,conf5,pullback_limit,none,0.25-0.75,open_buffer,half_gap,435,0.803,0.4391,0.7368,-0.1745,-75.924,-89.103,dead,True
fill,conf5,pullback_limit,none,0.25-0.75,open_buffer,1.5R,435,0.803,0.3885,0.6799,-0.2329,-101.304,-107.787,dead,True
fill,conf5,pullback_limit,none,0.25-0.75,open_buffer,2R,435,0.803,0.3356,0.7372,-0.2065,-89.842,-109.038,dead,False
fill,conf5,pullback_limit,none,0.25-0.75,atr1.0,prior_close,435,0.803,0.5448,0.7771,-0.0497,-21.611,-28.309,dead,False
fill,conf5,pullback_limit,none,0.25-0.75,atr1.0,half_gap,435,0.803,0.6851,0.7261,-0.0443,-19.261,-24.827,dead,False
fill,conf5,pullback_limit,none,0.25-0.75,atr1.0,1.5R,435,0.803,0.4759,0.9826,-0.0042,-1.819,-14.483,dead,False
fill,conf5,pullback_limit,none,0.25-0.75,atr1.0,2R,435,0.803,0.4736,0.9431,-0.0137,-5.968,-17.471,dead,False
fill,conf5,pullback_limit,none,0.25-0.75,atr1.5,prior_close,435,0.803,0.5448,0.7702,-0.0345,-14.988,-19.523,dead,True
fill,conf5,pullback_limit,none,0.25-0.75,atr1.5,half_gap,435,0.803,0.6851,0.7168,-0.0309,-13.447,-17.561,dead,False
fill,conf5,pullback_limit,none,0.25-0.75,atr1.5,1.5R,435,0.803,0.4736,0.9306,-0.0114,-4.939,-12.282,dead,False
fill,conf5,pullback_limit,none,0.25-0.75,atr1.5,2R,435,0.803,0.4736,0.9345,-0.0107,-4.668,-11.782,dead,False
fill,conf5,pullback_limit,none,0.75-1.25,open_buffer,prior_close,80,0.148,0.1875,0.8891,-0.1085,-8.68,-27.864,sub_floor,False
fill,conf5,pullback_limit,none,0.75-1.25,open_buffer,half_gap,80,0.148,0.25,0.7509,-0.2319,-18.55,-29.16,sub_floor,False
fill,conf5,pullback_limit,none,0.75-1.25,open_buffer,1.5R,80,0.148,0.375,0.6218,-0.2924,-23.394,-26.71,sub_floor,False
fill,conf5,pullback_limit,none,0.75-1.25,open_buffer,2R,80,0.148,0.3125,0.6567,-0.2924,-23.394,-28.71,sub_floor,False
fill,conf5,pullback_limit,none,0.75-1.25,atr1.0,prior_close,80,0.148,0.475,1.2819,0.0648,5.182,-3.237,sub_floor,False
fill,conf5,pullback_limit,none,0.75-1.25,atr1.0,half_gap,80,0.148,0.575,1.1472,0.0297,2.376,-5.233,sub_floor,False
fill,conf5,pullback_limit,none,0.75-1.25,atr1.0,1.5R,80,0.148,0.4625,1.2661,0.0646,5.168,-4.934,sub_floor,False
fill,conf5,pullback_limit,none,0.75-1.25,atr1.0,2R,80,0.148,0.4625,1.4274,0.1037,8.3,-4.877,sub_floor,False
fill,conf5,pullback_limit,none,0.75-1.25,atr1.5,prior_close,80,0.148,0.4875,1.3889,0.0557,4.454,-2.366,sub_floor,False
fill,conf5,pullback_limit,none,0.75-1.25,atr1.5,half_gap,80,0.148,0.5875,1.2681,0.0331,2.651,-3.243,sub_floor,False
fill,conf5,pullback_limit,none,0.75-1.25,atr1.5,1.5R,80,0.148,0.475,1.5245,0.0818,6.544,-3.164,sub_floor,False
fill,conf5,pullback_limit,none,0.75-1.25,atr1.5,2R,80,0.148,0.475,1.5257,0.082,6.558,-3.164,sub_floor,False
fill,conf5,pullback_limit,none,>1.25,open_buffer,prior_close,28,0.052,0.1786,0.8272,-0.1657,-4.639,-15.954,sub_floor,False
fill,conf5,pullback_limit,none,>1.25,open_buffer,half_gap,28,0.052,0.1786,0.7739,-0.2168,-6.07,-15.954,sub_floor,False
fill,conf5,pullback_limit,none,>1.25,open_buffer,1.5R,28,0.052,0.3214,0.4968,-0.4097,-11.472,-11.503,sub_floor,True
fill,conf5,pullback_limit,none,>1.25,open_buffer,2R,28,0.052,0.25,0.4858,-0.4633,-12.972,-15.954,sub_floor,False
fill,conf5,pullback_limit,none,>1.25,atr1.0,prior_close,28,0.052,0.4286,0.8751,-0.0474,-1.328,-5.505,sub_floor,False
fill,conf5,pullback_limit,none,>1.25,atr1.0,half_gap,28,0.052,0.4643,0.8599,-0.0532,-1.49,-5.564,sub_floor,False
fill,conf5,pullback_limit,none,>1.25,atr1.0,1.5R,28,0.052,0.4286,0.8912,-0.0413,-1.157,-5.505,sub_floor,False
fill,conf5,pullback_limit,none,>1.25,atr1.0,2R,28,0.052,0.4286,0.8183,-0.069,-1.932,-5.505,sub_floor,False
fill,conf5,pullback_limit,none,>1.25,atr1.5,prior_close,28,0.052,0.4286,0.7306,-0.0817,-2.287,-4.398,sub_floor,False
fill,conf5,pullback_limit,none,>1.25,atr1.5,half_gap,28,0.052,0.4643,0.7178,-0.0855,-2.395,-4.437,sub_floor,False
fill,conf5,pullback_limit,none,>1.25,atr1.5,1.5R,28,0.052,0.4286,0.6832,-0.0961,-2.69,-4.398,sub_floor,False
fill,conf5,pullback_limit,none,>1.25,atr1.5,2R,28,0.052,0.4286,0.6832,-0.0961,-2.69,-4.398,sub_floor,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,open_buffer,prior_close,205,0.378,0.3171,0.8479,-0.1252,-25.67,-48.78,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,open_buffer,half_gap,205,0.378,0.4488,0.7291,-0.1791,-36.719,-42.841,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,open_buffer,1.5R,205,0.378,0.4,0.6814,-0.232,-47.568,-55.185,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,open_buffer,2R,205,0.378,0.3317,0.7008,-0.2407,-49.345,-60.962,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.0,prior_close,205,0.378,0.5268,0.684,-0.073,-14.971,-17.973,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.0,half_gap,205,0.378,0.6878,0.7051,-0.0466,-9.558,-12.102,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.0,1.5R,205,0.378,0.4683,0.7953,-0.0497,-10.183,-12.83,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.0,2R,205,0.378,0.4683,0.7895,-0.0511,-10.472,-13.119,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,prior_close,205,0.378,0.5268,0.7237,-0.0402,-8.246,-10.723,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,half_gap,205,0.378,0.6878,0.7426,-0.0258,-5.28,-8.386,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,1.5R,205,0.378,0.4683,0.8319,-0.0258,-5.293,-8.005,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.25-0.75,atr1.5,2R,205,0.378,0.4683,0.8319,-0.0258,-5.293,-8.005,dead,False
fill,conf5,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,prior_close,22,0.041,0.2273,1.1494,0.1338,2.944,-6.813,sub_floor,False
fill,conf5,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,half_gap,22,0.041,0.3182,1.0022,0.0018,0.04,-4.6,sub_floor,False
fill,conf5,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,1.5R,22,0.041,0.5,1.0721,0.0439,0.966,-4.6,sub_floor,False
fill,conf5,pullback_limit,on_range_pctile,0.75-1.25,open_buffer,2R,22,0.041,0.4091,1.0293,0.0212,0.466,-5.026,sub_floor,False
fill,conf5,pullback_limit,on_range_pctile,0.75-1.25,atr1.0,prior_close,22,0.041,0.5,1.2069,0.0419,0.921,-2.19,sub_floor,False
fill,conf5,pullback_limit,on_range_pctile,0.75-1.25,atr1.0,half_gap,22,0.041,0.6364,1.4482,0.0659,1.449,-1.095,sub_floor,False
fill,conf5,pullback_limit,on_range_pctile,0.75-1.25,atr1.0,1.5R,22,0.041,0.5,1.2208,0.0447,0.983,-2.19,sub_floor,False
