pd_tf,sig_tf,session,tick_mult,disp_min,disc,entry_style,exit_type,n,tr_wk,win_pct,PF,expR,totR,maxDD_R,med_stop_pts
1h,5m,ny_am,1,1,False,top,fixed2r,243,0.376,32.1,0.74,-0.214,-52.0,-55.4,14.7
1h,5m,ny_am,1,1,False,top,exit3,243,0.376,32.1,0.66,-0.231,-56.0,-57.6,14.7
1h,5m,ny_am,1,1,False,mid,fixed2r,241,0.373,31.1,0.72,-0.221,-53.2,-57.7,14.56
1h,5m,ny_am,1,1,False,mid,exit3,241,0.373,31.1,0.66,-0.221,-53.4,-54.8,14.56
1h,5m,ny_am,1,1,True,top,fixed2r,126,0.195,28.6,0.6,-0.351,-44.2,-43.1,13.65
1h,5m,ny_am,1,1,True,top,exit3,126,0.195,28.6,0.52,-0.351,-44.2,-43.1,13.65
1h,5m,ny_am,1,1,True,mid,fixed2r,126,0.195,27.8,0.61,-0.33,-41.6,-40.5,14.45
1h,5m,ny_am,1,1,True,mid,exit3,126,0.195,27.8,0.53,-0.334,-42.1,-41.0,14.45
1h,5m,ny_am,1,2,False,top,fixed2r,207,0.32,32.4,0.8,-0.15,-31.0,-34.5,15.3
1h,5m,ny_am,1,2,False,top,exit3,207,0.32,32.4,0.73,-0.16,-33.0,-34.6,15.3
1h,5m,ny_am,1,2,False,mid,fixed2r,206,0.318,30.6,0.74,-0.2,-41.2,-44.8,15.75
1h,5m,ny_am,1,2,False,mid,exit3,206,0.318,30.6,0.7,-0.183,-37.7,-37.8,15.75
1h,5m,ny_am,1,2,True,top,fixed2r,104,0.161,31.7,0.76,-0.19,-19.8,-18.7,15.0
1h,5m,ny_am,1,2,True,top,exit3,104,0.161,31.7,0.68,-0.205,-21.3,-20.2,15.0
1h,5m,ny_am,1,2,True,mid,fixed2r,104,0.161,28.8,0.66,-0.271,-28.2,-27.1,15.28
1h,5m,ny_am,1,2,True,mid,exit3,104,0.161,28.8,0.61,-0.252,-26.2,-25.1,15.28
1h,5m,ny_am,3,1,False,top,fixed2r,232,0.359,32.3,0.75,-0.205,-47.6,-51.1,15.28
1h,5m,ny_am,3,1,False,top,exit3,232,0.359,32.3,0.66,-0.225,-52.2,-53.8,15.28
1h,5m,ny_am,3,1,False,mid,fixed2r,230,0.356,31.3,0.73,-0.214,-49.2,-54.1,16.02
1h,5m,ny_am,3,1,False,mid,exit3,230,0.356,31.3,0.67,-0.212,-48.8,-50.3,16.02
1h,5m,ny_am,3,1,True,top,fixed2r,123,0.19,28.5,0.6,-0.35,-43.1,-42.0,14.59
1h,5m,ny_am,3,1,True,top,exit3,123,0.19,28.5,0.52,-0.354,-43.6,-42.5,14.59
1h,5m,ny_am,3,1,True,mid,fixed2r,123,0.19,27.6,0.61,-0.328,-40.4,-39.3,15.94
1h,5m,ny_am,3,1,True,mid,exit3,123,0.19,27.6,0.54,-0.328,-40.4,-39.3,15.94
1h,5m,ny_am,3,2,False,top,fixed2r,196,0.303,32.7,0.82,-0.136,-26.7,-30.3,15.66
1h,5m,ny_am,3,2,False,top,exit3,196,0.303,32.7,0.75,-0.149,-29.2,-30.8,15.66
1h,5m,ny_am,3,2,False,mid,fixed2r,195,0.301,30.8,0.75,-0.191,-37.2,-41.1,16.47
1h,5m,ny_am,3,2,False,mid,exit3,195,0.301,30.8,0.71,-0.17,-33.1,-33.2,16.47
1h,5m,ny_am,3,2,True,top,fixed2r,101,0.156,31.7,0.76,-0.185,-18.6,-17.5,15.58
1h,5m,ny_am,3,2,True,top,exit3,101,0.156,31.7,0.68,-0.204,-20.6,-19.5,15.58
1h,5m,ny_am,3,2,True,mid,fixed2r,101,0.156,28.7,0.67,-0.268,-27.1,-26.0,17.26
1h,5m,ny_am,3,2,True,mid,exit3,101,0.156,28.7,0.62,-0.243,-24.6,-23.5,17.26
1h,5m,london,1,1,False,top,fixed2r,431,0.666,33.9,0.72,-0.229,-98.8,-99.6,8.2
1h,5m,london,1,1,False,top,exit3,431,0.666,33.6,0.63,-0.245,-105.8,-105.9,8.2
1h,5m,london,1,1,False,mid,fixed2r,426,0.659,31.7,0.65,-0.299,-127.6,-129.2,7.65
1h,5m,london,1,1,False,mid,exit3,426,0.659,31.7,0.59,-0.275,-117.1,-119.2,7.65
1h,5m,london,1,1,True,top,fixed2r,234,0.362,34.6,0.74,-0.209,-48.9,-62.6,8.22
1h,5m,london,1,1,True,top,exit3,234,0.362,34.6,0.65,-0.237,-55.4,-64.2,8.22
1h,5m,london,1,1,True,mid,fixed2r,233,0.36,33.5,0.7,-0.252,-58.7,-70.8,7.7
1h,5m,london,1,1,True,mid,exit3,233,0.36,33.5,0.65,-0.226,-52.7,-62.3,7.7
1h,5m,london,1,2,False,top,fixed2r,333,0.515,32.7,0.69,-0.257,-85.5,-88.4,9.6
1h,5m,london,1,2,False,top,exit3,333,0.515,32.4,0.61,-0.261,-87.0,-89.2,9.6
1h,5m,london,1,2,False,mid,fixed2r,333,0.515,31.2,0.64,-0.303,-100.7,-103.8,8.65
1h,5m,london,1,2,False,mid,exit3,333,0.515,31.2,0.59,-0.269,-89.7,-93.0,8.65
1h,5m,london,1,2,True,top,fixed2r,181,0.28,33.7,0.72,-0.223,-40.4,-54.5,9.6
1h,5m,london,1,2,True,top,exit3,181,0.28,33.7,0.64,-0.237,-42.9,-50.4,9.6
1h,5m,london,1,2,True,mid,fixed2r,182,0.281,33.0,0.69,-0.259,-47.1,-60.4,8.65
1h,5m,london,1,2,True,mid,exit3,182,0.281,33.0,0.65,-0.22,-40.1,-50.4,8.65
1h,5m,london,3,1,False,top,fixed2r,389,0.601,34.2,0.76,-0.189,-73.6,-75.3,9.51
1h,5m,london,3,1,False,top,exit3,389,0.601,33.9,0.68,-0.211,-82.1,-82.3,9.51
1h,5m,london,3,1,False,mid,fixed2r,384,0.594,31.0,0.65,-0.291,-111.6,-113.2,8.88
1h,5m,london,3,1,False,mid,exit3,384,0.594,31.0,0.6,-0.261,-100.1,-102.2,8.88
1h,5m,london,3,1,True,top,fixed2r,211,0.326,35.5,0.81,-0.151,-31.8,-45.2,9.52
1h,5m,london,3,1,True,top,exit3,211,0.326,35.5,0.72,-0.182,-38.3,-47.7,9.52
1h,5m,london,3,1,True,mid,fixed2r,210,0.325,33.3,0.73,-0.224,-47.1,-59.3,8.69
1h,5m,london,3,1,True,mid,exit3,210,0.325,33.3,0.69,-0.191,-40.1,-50.3,8.69
1h,5m,london,3,2,False,top,fixed2r,304,0.47,33.6,0.75,-0.203,-61.7,-64.9,10.22
1h,5m,london,3,2,False,top,exit3,304,0.47,33.2,0.67,-0.216,-65.7,-68.2,10.22
1h,5m,london,3,2,False,mid,fixed2r,302,0.467,30.8,0.65,-0.289,-87.4,-90.7,10.12
1h,5m,london,3,2,False,mid,exit3,302,0.467,30.8,0.61,-0.251,-75.9,-79.4,10.12
1h,5m,london,3,2,True,top,fixed2r,165,0.255,33.3,0.75,-0.202,-33.4,-47.1,10.17
1h,5m,london,3,2,True,top,exit3,165,0.255,33.3,0.67,-0.211,-34.9,-43.6,10.17
1h,5m,london,3,2,True,mid,fixed2r,165,0.255,31.5,0.67,-0.273,-45.0,-58.5,9.6
1h,5m,london,3,2,True,mid,exit3,165,0.255,31.5,0.64,-0.224,-37.0,-48.5,9.6
1h,5m,asia,1,1,False,top,fixed2r,469,0.725,34.8,0.72,-0.238,-111.7,-115.2,7.81
1h,5m,asia,1,1,False,top,exit3,469,0.725,34.5,0.65,-0.241,-113.2,-115.2,7.81
1h,5m,asia,1,1,False,mid,fixed2r,470,0.727,33.0,0.68,-0.279,-131.2,-130.8,7.62
1h,5m,asia,1,1,False,mid,exit3,470,0.727,33.0,0.6,-0.283,-133.2,-133.1,7.62
1h,5m,asia,1,1,True,top,fixed2r,230,0.356,33.5,0.64,-0.331,-76.1,-74.1,6.89
1h,5m,asia,1,1,True,top,exit3,230,0.356,33.0,0.55,-0.342,-78.6,-76.6,6.89
1h,5m,asia,1,1,True,mid,fixed2r,234,0.362,32.9,0.64,-0.326,-76.2,-74.3,6.89
1h,5m,asia,1,1,True,mid,exit3,234,0.362,32.9,0.54,-0.351,-82.2,-80.3,6.89
1h,5m,asia,1,2,False,top,fixed2r,312,0.482,36.5,0.79,-0.171,-53.3,-60.4,7.95
1h,5m,asia,1,2,False,top,exit3,312,0.482,36.5,0.72,-0.184,-57.3,-62.4,7.95
1h,5m,asia,1,2,False,mid,fixed2r,310,0.479,33.2,0.68,-0.278,-86.3,-89.5,7.75
1h,5m,asia,1,2,False,mid,exit3,310,0.479,33.2,0.61,-0.277,-85.8,-88.5,7.75
1h,5m,asia,1,2,True,top,fixed2r,147,0.227,29.9,0.55,-0.43,-63.2,-61.9,6.52
1h,5m,asia,1,2,True,top,exit3,147,0.227,29.9,0.48,-0.403,-59.2,-57.4,6.52
1h,5m,asia,1,2,True,mid,fixed2r,149,0.23,28.9,0.51,-0.484,-72.1,-71.0,6.53
1h,5m,asia,1,2,True,mid,exit3,149,0.23,28.9,0.43,-0.467,-69.6,-68.0,6.53
1h,5m,asia,3,1,False,top,fixed2r,422,0.652,35.3,0.8,-0.163,-68.9,-72.4,8.28
1h,5m,asia,3,1,False,top,exit3,422,0.652,35.1,0.72,-0.179,-75.4,-77.4,8.28
1h,5m,asia,3,1,False,mid,fixed2r,421,0.651,34.2,0.77,-0.185,-77.9,-77.5,8.48
1h,5m,asia,3,1,False,mid,exit3,421,0.651,34.2,0.69,-0.208,-87.4,-87.3,8.48
1h,5m,asia,3,1,True,top,fixed2r,203,0.314,33.5,0.7,-0.26,-52.9,-50.8,7.57
1h,5m,asia,3,1,True,top,exit3,203,0.314,33.0,0.61,-0.275,-55.9,-53.8,7.57
1h,5m,asia,3,1,True,mid,fixed2r,202,0.312,34.2,0.74,-0.222,-44.9,-43.0,7.5
1h,5m,asia,3,1,True,mid,exit3,202,0.312,34.2,0.62,-0.272,-54.9,-53.0,7.5
1h,5m,asia,3,2,False,top,fixed2r,270,0.417,36.3,0.84,-0.131,-35.3,-48.5,9.05
1h,5m,asia,3,2,False,top,exit3,270,0.417,36.3,0.76,-0.157,-42.3,-51.5,9.05
1h,5m,asia,3,2,False,mid,fixed2r,267,0.413,34.1,0.76,-0.199,-53.2,-58.3,9.22
1h,5m,asia,3,2,False,mid,exit3,267,0.413,34.1,0.67,-0.22,-58.7,-61.4,9.22
1h,5m,asia,3,2,True,top,fixed2r,125,0.193,28.0,0.55,-0.425,-53.1,-51.1,6.87
1h,5m,asia,3,2,True,top,exit3,125,0.193,28.0,0.49,-0.389,-48.6,-46.6,6.87
1h,5m,asia,3,2,True,mid,fixed2r,123,0.19,28.5,0.55,-0.426,-52.4,-50.5,7.45
1h,5m,asia,3,2,True,mid,exit3,123,0.19,28.5,0.47,-0.422,-51.9,-50.0,7.45
1h,5m,24h,1,1,False,top,fixed2r,2220,3.432,33.8,0.72,-0.231,-513.6,-517.0,8.52
1h,5m,24h,1,1,False,top,exit3,2220,3.432,33.7,0.64,-0.248,-551.3,-553.7,8.52
1h,5m,24h,1,1,False,mid,fixed2r,2206,3.41,31.9,0.67,-0.282,-621.6,-625.7,8.61
1h,5m,24h,1,1,False,mid,exit3,2206,3.41,31.9,0.6,-0.276,-609.3,-612.5,8.61
1h,5m,24h,1,1,True,top,fixed2r,1216,1.88,32.6,0.66,-0.299,-363.7,-363.6,7.31
1h,5m,24h,1,1,True,top,exit3,1216,1.88,32.6,0.57,-0.316,-383.7,-383.1,7.31
1h,5m,24h,1,1,True,mid,fixed2r,1208,1.867,31.2,0.62,-0.331,-400.0,-400.7,7.39
1h,5m,24h,1,1,True,mid,exit3,1208,1.867,31.2,0.54,-0.334,-403.0,-402.5,7.39
1h,5m,24h,1,2,False,top,fixed2r,1611,2.491,34.0,0.74,-0.209,-336.0,-344.5,9.36
1h,5m,24h,1,2,False,top,exit3,1611,2.491,33.9,0.66,-0.228,-367.6,-370.7,9.36
1h,5m,24h,1,2,False,mid,fixed2r,1614,2.495,31.7,0.67,-0.278,-448.1,-454.8,9.15
1h,5m,24h,1,2,False,mid,exit3,1614,2.495,31.7,0.6,-0.266,-429.7,-432.7,9.15
1h,5m,24h,1,2,True,top,fixed2r,891,1.377,31.6,0.64,-0.308,-274.9,-286.1,7.81
1h,5m,24h,1,2,True,top,exit3,891,1.377,31.6,0.55,-0.322,-286.9,-291.4,7.81
1h,5m,24h,1,2,True,mid,fixed2r,892,1.379,29.9,0.59,-0.362,-323.0,-329.0,7.8
1h,5m,24h,1,2,True,mid,exit3,892,1.379,29.9,0.52,-0.35,-312.5,-315.8,7.8
1h,5m,24h,3,1,False,top,fixed2r,2053,3.174,33.7,0.75,-0.206,-422.7,-426.1,9.29
1h,5m,24h,3,1,False,top,exit3,2053,3.174,33.6,0.66,-0.222,-454.9,-457.3,9.29
1h,5m,24h,3,1,False,mid,fixed2r,2041,3.155,32.0,0.7,-0.245,-500.9,-505.1,9.35
1h,5m,24h,3,1,False,mid,exit3,2041,3.155,32.0,0.64,-0.241,-491.6,-494.8,9.35
1h,5m,24h,3,1,True,top,fixed2r,1116,1.725,32.9,0.7,-0.257,-286.6,-286.6,8.11
1h,5m,24h,3,1,True,top,exit3,1116,1.725,32.8,0.61,-0.272,-303.6,-303.1,8.11
1h,5m,24h,3,1,True,mid,fixed2r,1103,1.705,31.6,0.67,-0.284,-313.1,-313.8,8.21
1h,5m,24h,3,1,True,mid,exit3,1103,1.705,31.6,0.59,-0.283,-312.1,-311.7,8.21
1h,5m,24h,3,2,False,top,fixed2r,1484,2.294,33.7,0.76,-0.193,-287.1,-301.4,10.09
1h,5m,24h,3,2,False,top,exit3,1484,2.294,33.6,0.68,-0.212,-314.3,-318.5,10.09
1h,5m,24h,3,2,False,mid,fixed2r,1479,2.286,31.6,0.7,-0.251,-370.9,-377.6,10.03
1h,5m,24h,3,2,False,mid,exit3,1479,2.286,31.6,0.63,-0.239,-353.4,-356.4,10.03
1h,5m,24h,3,2,True,top,fixed2r,818,1.265,31.5,0.67,-0.28,-229.4,-238.3,8.88
1h,5m,24h,3,2,True,top,exit3,818,1.265,31.5,0.58,-0.293,-239.4,-242.6,8.88
1h,5m,24h,3,2,True,mid,fixed2r,813,1.257,29.8,0.62,-0.333,-270.3,-276.3,8.65
1h,5m,24h,3,2,True,mid,exit3,813,1.257,29.8,0.55,-0.313,-254.8,-257.8,8.65
1h,15m,ny_am,1,1,False,top,fixed2r,201,0.311,33.3,0.76,-0.171,-34.4,-36.7,20.88
1h,15m,ny_am,1,1,False,top,exit3,201,0.311,34.3,0.7,-0.179,-36.0,-37.2,20.88
1h,15m,ny_am,1,1,False,mid,fixed2r,202,0.312,31.2,0.73,-0.197,-39.7,-44.8,19.96
1h,15m,ny_am,1,1,False,mid,exit3,202,0.312,32.2,0.69,-0.191,-38.5,-41.4,19.96
1h,15m,ny_am,1,1,True,top,fixed2r,95,0.147,32.6,0.81,-0.145,-13.8,-16.6,14.2
1h,15m,ny_am,1,1,True,top,exit3,95,0.147,32.6,0.75,-0.154,-14.6,-15.9,14.2
1h,15m,ny_am,1,1,True,mid,fixed2r,98,0.152,30.6,0.75,-0.194,-19.0,-21.7,16.24
1h,15m,ny_am,1,1,True,mid,exit3,98,0.152,30.6,0.65,-0.229,-22.4,-23.2,16.24
1h,15m,ny_am,1,2,False,top,fixed2r,181,0.28,34.8,0.8,-0.141,-25.5,-33.2,20.88
1h,15m,ny_am,1,2,False,top,exit3,181,0.28,35.4,0.75,-0.147,-26.6,-33.3,20.88
1h,15m,ny_am,1,2,False,mid,fixed2r,183,0.283,32.8,0.78,-0.157,-28.7,-35.0,20.63
1h,15m,ny_am,1,2,False,mid,exit3,183,0.283,33.3,0.74,-0.15,-27.5,-31.3,20.63
1h,15m,ny_am,1,2,True,top,fixed2r,86,0.133,34.9,0.89,-0.08,-6.8,-12.9,14.36
1h,15m,ny_am,1,2,True,top,exit3,86,0.133,34.9,0.85,-0.083,-7.1,-11.4,14.36
1h,15m,ny_am,1,2,True,mid,fixed2r,90,0.139,32.2,0.81,-0.145,-13.0,-18.6,16.59
1h,15m,ny_am,1,2,True,mid,exit3,90,0.139,32.2,0.72,-0.177,-16.0,-18.0,16.59
1h,15m,ny_am,3,1,False,top,fixed2r,195,0.301,33.8,0.79,-0.149,-29.1,-32.5,20.5
1h,15m,ny_am,3,1,False,top,exit3,195,0.301,34.9,0.73,-0.159,-31.1,-34.4,20.5
1h,15m,ny_am,3,1,False,mid,fixed2r,197,0.305,32.0,0.76,-0.173,-34.0,-39.2,20.0
1h,15m,ny_am,3,1,False,mid,exit3,197,0.305,33.0,0.72,-0.167,-32.8,-35.8,20.0
1h,15m,ny_am,3,1,True,top,fixed2r,91,0.141,34.1,0.86,-0.105,-9.5,-14.5,13.79
1h,15m,ny_am,3,1,True,top,exit3,91,0.141,34.1,0.81,-0.113,-10.3,-14.8,13.79
1h,15m,ny_am,3,1,True,mid,fixed2r,94,0.145,31.9,0.79,-0.156,-14.7,-18.5,16.29
1h,15m,ny_am,3,1,True,mid,exit3,94,0.145,31.9,0.7,-0.192,-18.1,-20.0,16.29
1h,15m,ny_am,3,2,False,top,fixed2r,175,0.271,35.4,0.84,-0.115,-20.2,-29.1,20.5
1h,15m,ny_am,3,2,False,top,exit3,175,0.271,36.0,0.78,-0.124,-21.7,-30.6,20.5
1h,15m,ny_am,3,2,False,mid,fixed2r,178,0.275,33.7,0.82,-0.13,-23.1,-29.5,20.82
1h,15m,ny_am,3,2,False,mid,exit3,178,0.275,34.3,0.78,-0.123,-21.9,-25.8,20.82
1h,15m,ny_am,3,2,True,top,fixed2r,82,0.127,36.6,0.96,-0.031,-2.6,-11.0,13.95
1h,15m,ny_am,3,2,True,top,exit3,82,0.127,36.6,0.94,-0.035,-2.9,-10.2,13.95
1h,15m,ny_am,3,2,True,mid,fixed2r,86,0.133,33.7,0.86,-0.101,-8.7,-15.4,16.72
1h,15m,ny_am,3,2,True,mid,exit3,86,0.133,33.7,0.78,-0.135,-11.6,-14.8,16.72
1h,15m,london,1,1,False,top,fixed2r,239,0.369,34.3,0.82,-0.144,-34.4,-41.1,12.68
1h,15m,london,1,1,False,top,exit3,239,0.369,33.9,0.72,-0.179,-42.9,-48.9,12.68
1h,15m,london,1,1,False,mid,fixed2r,229,0.354,33.2,0.79,-0.168,-38.6,-42.8,14.1
1h,15m,london,1,1,False,mid,exit3,229,0.354,32.8,0.74,-0.157,-36.1,-39.5,14.1
1h,15m,london,1,1,True,top,fixed2r,127,0.196,33.9,0.77,-0.18,-22.9,-25.8,11.83
1h,15m,london,1,1,True,top,exit3,127,0.196,33.1,0.66,-0.231,-29.4,-31.8,11.83
1h,15m,london,1,1,True,mid,fixed2r,121,0.187,28.9,0.63,-0.314,-38.0,-41.6,12.56
1h,15m,london,1,1,True,mid,exit3,121,0.187,28.1,0.59,-0.269,-32.5,-35.1,12.56
1h,15m,london,1,2,False,top,fixed2r,195,0.301,36.4,0.9,-0.073,-14.2,-26.6,14.21
1h,15m,london,1,2,False,top,exit3,195,0.301,35.9,0.81,-0.119,-23.2,-28.2,14.21
1h,15m,london,1,2,False,mid,fixed2r,187,0.289,34.8,0.85,-0.115,-21.6,-25.0,16.13
1h,15m,london,1,2,False,mid,exit3,187,0.289,34.2,0.82,-0.102,-19.1,-21.4,16.13
1h,15m,london,1,2,True,top,fixed2r,101,0.156,35.6,0.83,-0.131,-13.2,-20.6,12.42
1h,15m,london,1,2,True,top,exit3,101,0.156,34.7,0.72,-0.181,-18.2,-19.5,12.42
1h,15m,london,1,2,True,mid,fixed2r,97,0.15,28.9,0.63,-0.315,-30.5,-32.7,14.11
1h,15m,london,1,2,True,mid,exit3,97,0.15,27.8,0.61,-0.243,-23.5,-24.8,14.11
1h,15m,london,3,1,False,top,fixed2r,231,0.357,35.5,0.86,-0.103,-23.7,-30.6,13.1
1h,15m,london,3,1,False,top,exit3,231,0.357,35.1,0.77,-0.142,-32.7,-38.8,13.1
1h,15m,london,3,1,False,mid,fixed2r,221,0.342,33.5,0.8,-0.155,-34.2,-38.5,14.29
1h,15m,london,3,1,False,mid,exit3,221,0.342,33.0,0.76,-0.143,-31.7,-35.2,14.29
1h,15m,london,3,1,True,top,fixed2r,121,0.187,33.9,0.8,-0.16,-19.3,-22.2,12.41
1h,15m,london,3,1,True,top,exit3,121,0.187,33.1,0.68,-0.213,-25.8,-28.2,12.41
1h,15m,london,3,1,True,mid,fixed2r,115,0.178,28.7,0.63,-0.308,-35.4,-39.1,14.05
1h,15m,london,3,1,True,mid,exit3,115,0.178,27.8,0.6,-0.26,-29.9,-32.6,14.05
1h,15m,london,3,2,False,top,fixed2r,188,0.291,37.8,0.97,-0.024,-4.4,-19.0,14.49
1h,15m,london,3,2,False,top,exit3,188,0.291,37.2,0.87,-0.074,-13.9,-20.3,14.49
1h,15m,london,3,2,False,mid,fixed2r,180,0.278,35.0,0.87,-0.101,-18.2,-21.9,16.42
1h,15m,london,3,2,False,mid,exit3,180,0.278,34.4,0.85,-0.087,-15.7,-18.0,16.42
1h,15m,london,3,2,True,top,fixed2r,97,0.15,36.1,0.87,-0.095,-9.2,-14.7,13.47
1h,15m,london,3,2,True,top,exit3,97,0.15,35.1,0.76,-0.152,-14.7,-16.0,13.47
1h,15m,london,3,2,True,mid,fixed2r,93,0.144,29.0,0.64,-0.295,-27.5,-29.6,14.44
1h,15m,london,3,2,True,mid,exit3,93,0.144,28.0,0.63,-0.225,-21.0,-22.3,14.44
1h,15m,asia,1,1,False,top,fixed2r,155,0.24,37.4,0.89,-0.081,-12.6,-24.1,13.6
1h,15m,asia,1,1,False,top,exit3,155,0.24,37.4,0.84,-0.094,-14.6,-21.8,13.6
1h,15m,asia,1,1,False,mid,fixed2r,150,0.232,37.3,0.93,-0.055,-8.3,-24.8,12.19
1h,15m,asia,1,1,False,mid,exit3,150,0.232,37.3,0.84,-0.095,-14.3,-24.8,12.19
1h,15m,asia,1,1,True,top,fixed2r,82,0.127,39.0,0.9,-0.081,-6.7,-16.5,11.15
1h,15m,asia,1,1,True,top,exit3,82,0.127,39.0,0.78,-0.142,-11.7,-16.7,11.15
1h,15m,asia,1,1,True,mid,fixed2r,83,0.128,37.3,0.89,-0.081,-6.7,-18.3,11.99
1h,15m,asia,1,1,True,mid,exit3,83,0.128,37.3,0.76,-0.159,-13.2,-21.1,11.99
1h,15m,asia,1,2,False,top,fixed2r,90,0.139,40.0,0.96,-0.026,-2.4,-17.1,15.13
1h,15m,asia,1,2,False,top,exit3,90,0.139,40.0,0.85,-0.093,-8.4,-15.5,15.13
