pd_tf,sig_tf,session,tick_mult,disp_min,disc,entry_style,exit_type,n,tr_wk,win_pct,PF,expR,totR,maxDD_R,med_stop_pts
D,5m,london,1,2,True,top,fixed2r,71,0.11,32.4,0.61,-0.342,-24.3,-30.7,7.14
D,5m,london,1,2,True,top,exit3,71,0.11,31.0,0.5,-0.37,-26.3,-27.7,7.14
D,5m,london,1,2,True,mid,fixed2r,70,0.108,28.6,0.51,-0.45,-31.5,-34.2,7.51
D,5m,london,1,2,True,mid,exit3,70,0.108,28.6,0.43,-0.436,-30.5,-32.7,7.51
D,5m,london,3,1,False,top,fixed2r,147,0.227,32.7,0.72,-0.226,-33.2,-37.6,10.23
D,5m,london,3,1,False,top,exit3,147,0.227,32.7,0.64,-0.233,-34.2,-36.9,10.23
D,5m,london,3,1,False,mid,fixed2r,149,0.23,32.9,0.72,-0.227,-33.9,-37.7,10.45
D,5m,london,3,1,False,mid,exit3,149,0.23,32.9,0.62,-0.258,-38.4,-41.2,10.45
D,5m,london,3,1,True,top,fixed2r,82,0.127,32.9,0.7,-0.237,-19.4,-27.2,9.16
D,5m,london,3,1,True,top,exit3,82,0.127,32.9,0.63,-0.231,-18.9,-21.5,9.16
D,5m,london,3,1,True,mid,fixed2r,80,0.124,30.0,0.61,-0.337,-27.0,-27.7,10.04
D,5m,london,3,1,True,mid,exit3,80,0.124,30.0,0.51,-0.362,-29.0,-29.2,10.04
D,5m,london,3,2,False,top,fixed2r,113,0.175,32.7,0.7,-0.24,-27.1,-37.2,10.76
D,5m,london,3,2,False,top,exit3,113,0.175,32.7,0.59,-0.28,-31.6,-35.4,10.76
D,5m,london,3,2,False,mid,fixed2r,116,0.179,32.8,0.69,-0.253,-29.3,-34.8,10.43
D,5m,london,3,2,False,mid,exit3,116,0.179,32.8,0.58,-0.296,-34.3,-36.8,10.43
D,5m,london,3,2,True,top,fixed2r,66,0.102,33.3,0.7,-0.239,-15.7,-24.5,9.24
D,5m,london,3,2,True,top,exit3,66,0.102,33.3,0.61,-0.254,-16.7,-21.0,9.24
D,5m,london,3,2,True,mid,fixed2r,65,0.1,29.2,0.57,-0.378,-24.5,-26.4,9.99
D,5m,london,3,2,True,mid,exit3,65,0.1,29.2,0.48,-0.385,-25.0,-26.4,9.99
D,5m,asia,1,1,False,top,fixed2r,152,0.235,32.2,0.66,-0.3,-45.5,-48.9,7.8
D,5m,asia,1,1,False,top,exit3,152,0.235,32.2,0.58,-0.309,-47.0,-49.5,7.8
D,5m,asia,1,1,False,mid,fixed2r,147,0.227,32.7,0.62,-0.353,-51.9,-51.4,7.13
D,5m,asia,1,1,False,mid,exit3,147,0.227,32.7,0.49,-0.425,-62.4,-60.4,7.13
D,5m,asia,1,1,True,top,fixed2r,75,0.116,30.7,0.59,-0.382,-28.7,-30.2,6.97
D,5m,asia,1,1,True,top,exit3,75,0.116,30.7,0.51,-0.376,-28.2,-28.2,6.97
D,5m,asia,1,1,True,mid,fixed2r,73,0.113,31.5,0.57,-0.413,-30.2,-28.4,6.42
D,5m,asia,1,1,True,mid,exit3,73,0.113,31.5,0.45,-0.488,-35.7,-32.4,6.42
D,5m,asia,1,2,False,top,fixed2r,97,0.15,35.1,0.74,-0.224,-21.7,-28.6,8.28
D,5m,asia,1,2,False,top,exit3,97,0.15,35.1,0.64,-0.255,-24.7,-30.1,8.28
D,5m,asia,1,2,False,mid,fixed2r,95,0.147,35.8,0.68,-0.302,-28.7,-31.1,7.7
D,5m,asia,1,2,False,mid,exit3,95,0.147,35.8,0.56,-0.36,-34.2,-34.1,7.7
D,5m,asia,1,2,True,top,fixed2r,42,0.065,31.0,0.56,-0.414,-17.4,-20.0,6.63
D,5m,asia,1,2,True,top,exit3,42,0.065,31.0,0.5,-0.378,-15.9,-17.0,6.63
D,5m,asia,1,2,True,mid,fixed2r,43,0.066,34.9,0.6,-0.4,-17.2,-17.0,6.42
D,5m,asia,1,2,True,mid,exit3,43,0.066,34.9,0.47,-0.481,-20.7,-18.5,6.42
D,5m,asia,3,1,False,top,fixed2r,146,0.226,32.9,0.69,-0.263,-38.3,-43.8,7.89
D,5m,asia,3,1,False,top,exit3,146,0.226,32.9,0.59,-0.29,-42.3,-45.7,7.89
D,5m,asia,3,1,False,mid,fixed2r,140,0.216,32.9,0.66,-0.298,-41.7,-47.5,7.17
D,5m,asia,3,1,False,mid,exit3,140,0.216,32.9,0.53,-0.373,-52.2,-56.0,7.17
D,5m,asia,3,1,True,top,fixed2r,72,0.111,31.9,0.65,-0.307,-22.1,-25.0,6.84
D,5m,asia,3,1,True,top,exit3,72,0.111,31.9,0.56,-0.314,-22.6,-23.2,6.84
D,5m,asia,3,1,True,mid,fixed2r,68,0.105,32.4,0.66,-0.293,-20.0,-24.6,6.75
D,5m,asia,3,1,True,mid,exit3,68,0.105,32.4,0.53,-0.367,-25.0,-25.6,6.75
D,5m,asia,3,2,False,top,fixed2r,90,0.139,36.7,0.81,-0.152,-13.6,-22.5,8.54
D,5m,asia,3,2,False,top,exit3,90,0.139,36.7,0.7,-0.202,-18.1,-24.0,8.54
D,5m,asia,3,2,False,mid,fixed2r,88,0.136,38.6,0.82,-0.148,-13.0,-23.2,8.59
D,5m,asia,3,2,False,mid,exit3,88,0.136,38.6,0.68,-0.222,-19.5,-25.7,8.59
D,5m,asia,3,2,True,top,fixed2r,39,0.06,33.3,0.67,-0.277,-10.8,-16.7,6.65
D,5m,asia,3,2,True,top,exit3,39,0.06,33.3,0.61,-0.264,-10.3,-13.2,6.65
D,5m,asia,3,2,True,mid,fixed2r,39,0.06,38.5,0.84,-0.133,-5.2,-14.5,6.64
D,5m,asia,3,2,True,mid,exit3,39,0.06,38.5,0.68,-0.223,-8.7,-12.0,6.64
D,5m,24h,1,1,False,top,fixed2r,893,1.381,32.6,0.71,-0.245,-218.6,-223.9,10.09
D,5m,24h,1,1,False,top,exit3,893,1.381,32.4,0.63,-0.252,-225.2,-230.0,10.09
D,5m,24h,1,1,False,mid,fixed2r,881,1.362,33.3,0.72,-0.232,-204.0,-205.1,10.11
D,5m,24h,1,1,False,mid,exit3,881,1.362,33.3,0.63,-0.257,-226.0,-224.1,10.11
D,5m,24h,1,1,True,top,fixed2r,486,0.751,31.3,0.63,-0.319,-154.8,-157.7,8.62
D,5m,24h,1,1,True,top,exit3,486,0.751,30.9,0.55,-0.316,-153.6,-155.0,8.62
D,5m,24h,1,1,True,mid,fixed2r,476,0.736,30.7,0.62,-0.342,-162.9,-161.6,8.6
D,5m,24h,1,1,True,mid,exit3,476,0.736,30.7,0.54,-0.342,-162.9,-159.1,8.6
D,5m,24h,1,2,False,top,fixed2r,653,1.009,31.9,0.68,-0.267,-174.6,-180.6,11.01
D,5m,24h,1,2,False,top,exit3,653,1.009,31.7,0.6,-0.277,-180.8,-186.1,11.01
D,5m,24h,1,2,False,mid,fixed2r,646,0.999,33.6,0.73,-0.224,-145.0,-145.8,10.9
D,5m,24h,1,2,False,mid,exit3,646,0.999,33.6,0.64,-0.249,-161.0,-158.5,10.9
D,5m,24h,1,2,True,top,fixed2r,362,0.56,31.2,0.63,-0.323,-117.0,-120.0,9.58
D,5m,24h,1,2,True,top,exit3,362,0.56,30.9,0.55,-0.327,-118.3,-119.7,9.58
D,5m,24h,1,2,True,mid,fixed2r,356,0.55,30.9,0.62,-0.339,-120.6,-119.6,9.05
D,5m,24h,1,2,True,mid,exit3,356,0.55,30.9,0.54,-0.342,-121.6,-118.6,9.05
D,5m,24h,3,1,False,top,fixed2r,832,1.286,33.3,0.75,-0.201,-167.4,-174.0,10.72
D,5m,24h,3,1,False,top,exit3,832,1.286,33.2,0.67,-0.213,-177.0,-182.6,10.72
D,5m,24h,3,1,False,mid,fixed2r,822,1.271,33.5,0.76,-0.197,-161.6,-168.3,10.86
D,5m,24h,3,1,False,mid,exit3,822,1.271,33.5,0.66,-0.226,-185.6,-189.3,10.86
D,5m,24h,3,1,True,top,fixed2r,453,0.7,32.5,0.69,-0.252,-114.1,-117.6,9.87
D,5m,24h,3,1,True,top,exit3,453,0.7,32.2,0.62,-0.254,-114.9,-116.9,9.87
D,5m,24h,3,1,True,mid,fixed2r,439,0.679,31.0,0.66,-0.291,-127.9,-129.5,9.55
D,5m,24h,3,1,True,mid,exit3,439,0.679,31.0,0.57,-0.3,-131.9,-132.5,9.55
D,5m,24h,3,2,False,top,fixed2r,600,0.928,32.8,0.74,-0.208,-125.1,-132.2,12.49
D,5m,24h,3,2,False,top,exit3,600,0.928,32.8,0.66,-0.222,-133.2,-139.2,12.49
D,5m,24h,3,2,False,mid,fixed2r,594,0.918,34.2,0.79,-0.171,-101.6,-108.1,12.05
D,5m,24h,3,2,False,mid,exit3,594,0.918,34.2,0.69,-0.203,-120.6,-123.8,12.05
D,5m,24h,3,2,True,top,fixed2r,333,0.515,32.1,0.69,-0.255,-85.0,-88.7,10.7
D,5m,24h,3,2,True,top,exit3,333,0.515,32.1,0.62,-0.252,-83.8,-85.9,10.7
D,5m,24h,3,2,True,mid,fixed2r,325,0.502,31.4,0.68,-0.27,-87.8,-89.6,10.13
D,5m,24h,3,2,True,mid,exit3,325,0.502,31.4,0.6,-0.279,-90.8,-92.1,10.13
D,15m,ny_am,1,1,False,top,fixed2r,82,0.127,34.1,0.82,-0.131,-10.7,-14.3,27.98
D,15m,ny_am,1,1,False,top,exit3,82,0.127,35.4,0.74,-0.159,-13.1,-17.6,27.98
D,15m,ny_am,1,1,False,mid,fixed2r,81,0.125,32.1,0.72,-0.225,-18.2,-18.5,28.14
D,15m,ny_am,1,1,False,mid,exit3,81,0.125,32.1,0.63,-0.254,-20.6,-21.8,28.14
D,15m,ny_am,1,1,True,top,fixed2r,38,0.059,23.7,0.51,-0.422,-16.0,-16.6,16.07
D,15m,ny_am,1,1,True,top,exit3,38,0.059,26.3,0.43,-0.44,-16.7,-16.3,16.07
D,15m,ny_am,1,1,True,mid,fixed2r,38,0.059,21.1,0.39,-0.622,-23.6,-23.2,16.66
D,15m,ny_am,1,1,True,mid,exit3,38,0.059,21.1,0.31,-0.622,-23.6,-22.7,16.66
D,15m,ny_am,1,2,False,top,fixed2r,69,0.107,31.9,0.76,-0.174,-12.0,-17.5,26.46
D,15m,ny_am,1,2,False,top,exit3,69,0.107,33.3,0.69,-0.195,-13.4,-18.5,26.46
D,15m,ny_am,1,2,False,mid,fixed2r,67,0.104,29.9,0.66,-0.282,-18.9,-22.2,27.64
D,15m,ny_am,1,2,False,mid,exit3,67,0.104,29.9,0.58,-0.301,-20.2,-22.5,27.64
D,15m,ny_am,1,2,True,top,fixed2r,35,0.054,22.9,0.5,-0.428,-15.0,-14.8,16.8
D,15m,ny_am,1,2,True,top,exit3,35,0.054,25.7,0.43,-0.433,-15.2,-14.5,16.8
D,15m,ny_am,1,2,True,mid,fixed2r,34,0.053,20.6,0.38,-0.636,-21.6,-20.9,18.11
D,15m,ny_am,1,2,True,mid,exit3,34,0.053,20.6,0.31,-0.621,-21.1,-20.0,18.11
D,15m,ny_am,3,1,False,top,fixed2r,82,0.127,34.1,0.82,-0.126,-10.3,-13.9,27.98
D,15m,ny_am,3,1,False,top,exit3,82,0.127,35.4,0.74,-0.154,-12.6,-17.1,27.98
D,15m,ny_am,3,1,False,mid,fixed2r,81,0.125,32.1,0.72,-0.22,-17.8,-18.1,28.14
D,15m,ny_am,3,1,False,mid,exit3,81,0.125,32.1,0.64,-0.249,-20.2,-21.4,28.14
D,15m,ny_am,3,1,True,top,fixed2r,36,0.056,22.2,0.47,-0.455,-16.4,-16.2,16.55
D,15m,ny_am,3,1,True,top,exit3,36,0.056,25.0,0.4,-0.46,-16.6,-15.9,16.55
D,15m,ny_am,3,1,True,mid,fixed2r,36,0.056,19.4,0.35,-0.666,-24.0,-23.1,18.11
D,15m,ny_am,3,1,True,mid,exit3,36,0.056,19.4,0.29,-0.652,-23.5,-22.3,18.11
D,15m,ny_am,3,2,False,top,fixed2r,69,0.107,31.9,0.76,-0.174,-12.0,-17.5,26.46
D,15m,ny_am,3,2,False,top,exit3,69,0.107,33.3,0.69,-0.195,-13.4,-18.5,26.46
D,15m,ny_am,3,2,False,mid,fixed2r,67,0.104,29.9,0.66,-0.282,-18.9,-22.2,27.64
D,15m,ny_am,3,2,False,mid,exit3,67,0.104,29.9,0.58,-0.301,-20.2,-22.5,27.64
D,15m,ny_am,3,2,True,top,fixed2r,34,0.053,23.5,0.51,-0.409,-13.9,-13.7,17.95
D,15m,ny_am,3,2,True,top,exit3,34,0.053,26.5,0.44,-0.414,-14.1,-13.4,17.95
D,15m,ny_am,3,2,True,mid,fixed2r,33,0.051,21.2,0.39,-0.621,-20.5,-20.9,18.16
D,15m,ny_am,3,2,True,mid,exit3,33,0.051,21.2,0.32,-0.606,-20.0,-19.4,18.16
D,15m,london,1,1,False,top,fixed2r,72,0.111,38.9,0.98,-0.012,-0.9,-16.2,11.51
D,15m,london,1,1,False,top,exit3,72,0.111,38.9,0.82,-0.116,-8.4,-15.5,11.51
D,15m,london,1,1,False,mid,fixed2r,66,0.102,31.8,0.72,-0.227,-15.0,-19.8,10.91
D,15m,london,1,1,False,mid,exit3,66,0.102,31.8,0.61,-0.265,-17.5,-20.9,10.91
D,15m,london,1,1,True,top,fixed2r,30,0.046,43.3,1.17,0.118,3.5,-11.3,10.51
D,15m,london,1,1,True,top,exit3,30,0.046,43.3,0.85,-0.098,-3.0,-11.8,10.51
D,15m,london,1,1,True,mid,fixed2r,27,0.042,29.6,0.66,-0.277,-7.5,-12.0,12.04
D,15m,london,1,1,True,mid,exit3,27,0.042,29.6,0.59,-0.277,-7.5,-12.1,12.04
D,15m,london,1,2,False,top,fixed2r,57,0.088,36.8,0.9,-0.073,-4.2,-12.2,12.4
D,15m,london,1,2,False,top,exit3,57,0.088,36.8,0.78,-0.144,-8.2,-11.7,12.4
D,15m,london,1,2,False,mid,fixed2r,53,0.082,32.1,0.72,-0.228,-12.1,-15.3,14.08
D,15m,london,1,2,False,mid,exit3,53,0.082,32.1,0.63,-0.256,-13.6,-15.5,14.08
D,15m,london,1,2,True,top,fixed2r,25,0.039,48.0,1.42,0.257,6.4,-8.6,10.75
D,15m,london,1,2,True,top,exit3,25,0.039,48.0,1.03,0.017,0.4,-9.1,10.75
D,15m,london,1,2,True,mid,fixed2r,22,0.034,31.8,0.74,-0.207,-4.6,-7.8,14.17
D,15m,london,1,2,True,mid,exit3,22,0.034,31.8,0.7,-0.184,-4.1,-8.3,14.17
D,15m,london,3,1,False,top,fixed2r,70,0.108,38.6,0.97,-0.024,-1.7,-16.2,11.54
D,15m,london,3,1,False,top,exit3,70,0.108,38.6,0.82,-0.117,-8.2,-15.5,11.54
D,15m,london,3,1,False,mid,fixed2r,64,0.099,31.2,0.71,-0.234,-15.0,-19.8,11.71
D,15m,london,3,1,False,mid,exit3,64,0.099,31.2,0.6,-0.281,-18.0,-21.4,11.71
D,15m,london,3,1,True,top,fixed2r,29,0.045,37.9,0.94,-0.043,-1.3,-11.3,10.75
D,15m,london,3,1,True,top,exit3,29,0.045,37.9,0.72,-0.198,-5.8,-11.8,10.75
D,15m,london,3,1,True,mid,fixed2r,26,0.04,26.9,0.59,-0.35,-9.1,-12.5,14.09
D,15m,london,3,1,True,mid,exit3,26,0.04,26.9,0.53,-0.331,-8.6,-12.1,14.09
D,15m,london,3,2,False,top,fixed2r,56,0.087,37.5,0.93,-0.057,-3.2,-12.2,12.62
D,15m,london,3,2,False,top,exit3,56,0.087,37.5,0.81,-0.119,-6.7,-10.7,12.62
D,15m,london,3,2,False,mid,fixed2r,52,0.08,30.8,0.69,-0.255,-13.3,-15.9,14.63
D,15m,london,3,2,False,mid,exit3,52,0.08,30.8,0.61,-0.274,-14.3,-16.2,14.63
D,15m,london,3,2,True,top,fixed2r,24,0.037,41.7,1.1,0.067,1.6,-8.6,11.16
D,15m,london,3,2,True,top,exit3,24,0.037,41.7,0.85,-0.099,-2.4,-9.1,11.16
D,15m,london,3,2,True,mid,fixed2r,21,0.032,28.6,0.64,-0.294,-6.2,-7.8,16.31
D,15m,london,3,2,True,mid,exit3,21,0.032,28.6,0.61,-0.247,-5.2,-8.3,16.31
D,15m,asia,1,1,False,top,fixed2r,33,0.051,51.5,1.58,0.33,10.9,-3.3,7.8
D,15m,asia,1,1,False,top,exit3,33,0.051,51.5,1.54,0.224,7.4,-3.1,7.8
D,15m,asia,1,1,False,mid,fixed2r,34,0.053,50.0,1.5,0.295,10.0,-3.1,12.5
D,15m,asia,1,1,False,mid,exit3,34,0.053,50.0,1.44,0.192,6.5,-3.1,12.5
D,15m,asia,1,1,True,top,fixed2r,18,0.028,50.0,1.44,0.258,4.7,-4.1,9.39
D,15m,asia,1,1,True,top,exit3,18,0.028,50.0,1.25,0.12,2.2,-3.5,9.39
D,15m,asia,1,1,True,mid,fixed2r,19,0.029,47.4,1.31,0.194,3.7,-4.0,12.44
D,15m,asia,1,1,True,mid,exit3,19,0.029,47.4,1.12,0.062,1.2,-3.0,12.44
D,15m,asia,1,2,False,top,fixed2r,17,0.026,70.6,3.15,0.842,14.3,-1.7,4.5
D,15m,asia,1,2,False,top,exit3,17,0.026,70.6,2.65,0.548,9.3,-1.3,4.5
D,15m,asia,1,2,False,mid,fixed2r,15,0.023,60.0,2.08,0.567,8.5,-1.6,5.65
D,15m,asia,1,2,False,mid,exit3,15,0.023,60.0,1.72,0.334,5.0,-1.6,5.65
D,15m,asia,1,2,True,top,fixed2r,7,0.011,71.4,3.06,0.808,5.7,-1.7,3.68
D,15m,asia,1,2,True,top,exit3,7,0.011,71.4,3.38,0.593,4.2,-1.1,3.68
D,15m,asia,1,2,True,mid,fixed2r,6,0.009,50.0,1.43,0.284,1.7,-1.6,12.06
D,15m,asia,1,2,True,mid,exit3,6,0.009,50.0,1.4,0.201,1.2,-1.6,12.06
D,15m,asia,3,1,False,top,fixed2r,27,0.042,40.7,1.09,0.06,1.6,-5.5,13.01
D,15m,asia,3,1,False,top,exit3,27,0.042,40.7,1.17,0.079,2.1,-3.5,13.01
D,15m,asia,3,1,False,mid,fixed2r,30,0.046,50.0,1.6,0.354,10.6,-3.1,13.65
D,15m,asia,3,1,False,mid,exit3,30,0.046,50.0,1.52,0.237,7.1,-3.1,13.65
D,15m,asia,3,1,True,top,fixed2r,14,0.022,35.7,0.87,-0.097,-1.4,-4.1,12.47
D,15m,asia,3,1,True,top,exit3,14,0.022,35.7,0.79,-0.133,-1.9,-3.3,12.47
D,15m,asia,3,1,True,mid,fixed2r,17,0.026,47.1,1.42,0.263,4.5,-4.0,12.44
D,15m,asia,3,1,True,mid,exit3,17,0.026,47.1,1.15,0.086,1.5,-3.0,12.44
D,15m,asia,3,2,False,top,fixed2r,12,0.019,50.0,1.46,0.293,3.5,-2.1,10.38
D,15m,asia,3,2,False,top,exit3,12,0.019,50.0,1.44,0.209,2.5,-1.2,10.38
D,15m,asia,3,2,False,mid,fixed2r,12,0.019,58.3,2.04,0.56,6.7,-1.6,12.84
D,15m,asia,3,2,False,mid,exit3,12,0.019,58.3,1.5,0.269,3.2,-1.6,12.84
D,15m,asia,3,2,True,top,fixed2r,5,0.008,40.0,0.95,-0.04,-0.2,-1.7,7.8
D,15m,asia,3,2,True,top,exit3,5,0.008,40.0,0.93,-0.04,-0.2,-1.1,7.8
D,15m,asia,3,2,True,mid,fixed2r,6,0.009,50.0,1.47,0.305,1.8,-1.6,12.06
D,15m,asia,3,2,True,mid,exit3,6,0.009,50.0,1.09,0.055,0.3,-1.6,12.06
D,15m,24h,1,1,False,top,fixed2r,339,0.524,33.0,0.78,-0.168,-57.1,-58.0,17.7
D,15m,24h,1,1,False,top,exit3,339,0.524,33.3,0.68,-0.207,-70.2,-73.1,17.7
D,15m,24h,1,1,False,mid,fixed2r,330,0.51,32.4,0.75,-0.201,-66.3,-64.8,17.64
D,15m,24h,1,1,False,mid,exit3,330,0.51,32.1,0.66,-0.22,-72.7,-73.1,17.64
D,15m,24h,1,1,True,top,fixed2r,173,0.267,29.5,0.63,-0.31,-53.6,-60.5,13.8
D,15m,24h,1,1,True,top,exit3,173,0.267,30.1,0.51,-0.37,-64.0,-66.9,13.8
D,15m,24h,1,1,True,mid,fixed2r,173,0.267,28.3,0.59,-0.352,-61.0,-61.5,14.79
D,15m,24h,1,1,True,mid,exit3,173,0.267,27.7,0.48,-0.398,-68.8,-68.4,14.79
D,15m,24h,1,2,False,top,fixed2r,254,0.393,30.7,0.7,-0.234,-59.3,-61.7,19.07
D,15m,24h,1,2,False,top,exit3,254,0.393,31.1,0.61,-0.264,-67.1,-71.3,19.07
D,15m,24h,1,2,False,mid,fixed2r,241,0.373,29.0,0.64,-0.298,-71.8,-70.3,18.08
D,15m,24h,1,2,False,mid,exit3,241,0.373,29.0,0.56,-0.305,-73.6,-74.0,18.08
D,15m,24h,1,2,True,top,fixed2r,131,0.203,30.5,0.67,-0.276,-36.2,-41.0,15.9
D,15m,24h,1,2,True,top,exit3,131,0.203,31.3,0.56,-0.318,-41.7,-43.8,15.9
D,15m,24h,1,2,True,mid,fixed2r,128,0.198,26.6,0.55,-0.405,-51.8,-50.4,17.52
D,15m,24h,1,2,True,mid,exit3,128,0.198,26.6,0.47,-0.408,-52.2,-51.8,17.52
D,15m,24h,3,1,False,top,fixed2r,323,0.499,31.9,0.75,-0.193,-62.3,-60.7,19.03
D,15m,24h,3,1,False,top,exit3,323,0.499,32.2,0.67,-0.213,-68.9,-70.2,19.03
D,15m,24h,3,1,False,mid,fixed2r,315,0.487,31.7,0.74,-0.204,-64.3,-62.8,18.4
D,15m,24h,3,1,False,mid,exit3,315,0.487,31.7,0.66,-0.226,-71.2,-71.6,18.4
D,15m,24h,3,1,True,top,fixed2r,161,0.249,26.7,0.57,-0.377,-60.7,-63.5,15.02
D,15m,24h,3,1,True,top,exit3,161,0.249,27.3,0.48,-0.402,-64.7,-64.9,15.02
D,15m,24h,3,1,True,mid,fixed2r,162,0.25,26.5,0.57,-0.379,-61.4,-61.8,16.1
D,15m,24h,3,1,True,mid,exit3,162,0.25,26.5,0.46,-0.422,-68.3,-67.1,16.1
D,15m,24h,3,2,False,top,fixed2r,242,0.374,28.9,0.65,-0.283,-68.6,-67.0,19.91
D,15m,24h,3,2,False,top,exit3,242,0.374,29.3,0.58,-0.293,-70.8,-72.1,19.91
D,15m,24h,3,2,False,mid,fixed2r,231,0.357,27.7,0.61,-0.329,-76.0,-74.5,18.46
D,15m,24h,3,2,False,mid,exit3,231,0.357,27.7,0.53,-0.337,-77.8,-78.2,18.46
D,15m,24h,3,2,True,top,fixed2r,123,0.19,26.8,0.57,-0.373,-45.9,-47.5,18.3
D,15m,24h,3,2,True,top,exit3,123,0.19,27.6,0.49,-0.381,-46.8,-47.0,18.3
D,15m,24h,3,2,True,mid,fixed2r,122,0.189,25.4,0.52,-0.431,-52.6,-52.5,18.3
D,15m,24h,3,2,True,mid,exit3,122,0.189,25.4,0.44,-0.447,-54.5,-53.3,18.3
